ticker,entry_date,exit_date,entry_price,exit_price,quantity,pnl,pnl_pct,reason,score,holding_days
IFX.DE,2025-07-23 12:01:37.479147,2025-09-03 12:01:37.479147,35.86292372131347,31.499241889953616,27,-118.6698889777449,-0.12167668942079317,STOP_LOSS,7,42
MSTR,2025-08-01 12:01:37.479147,2025-09-04 12:01:37.479147,366.81331988525386,327.4262013397217,2,-79.42908949374385,-0.10737646756626293,STOP_LOSS,9,34
CON.DE,2025-06-24 12:01:37.479147,2025-09-10 12:01:37.479147,71.93595152664184,55.330684923172,13,-216.58776474910917,-0.23083404404986566,STOP_LOSS,8,78
RIVN,2025-07-17 12:01:37.479147,2025-09-18 12:01:37.479147,12.906449618339538,14.672660305023195,77,134.86842803115485,0.13684713758723727,TAKE_PROFIT,7,63
DB1.DE,2025-07-25 12:01:37.479147,2025-09-19 12:01:37.479147,254.92740305328368,226.38675,3,-86.30111940985103,-0.11195600281276254,STOP_LOSS,9,56
SIE.DE,2025-05-23 12:01:37.479147,2025-10-02 12:01:37.479147,212.40615305328367,241.07939694976807,4,113.72865799813849,0.13499252956806526,TAKE_PROFIT,7,132
PINS,2025-08-08 12:01:37.479147,2025-10-07 12:01:37.479147,35.14756606864929,31.374304389953615,28,-106.52980752639758,-0.10735484987284301,STOP_LOSS,8,60
DDOG,2025-08-28 12:01:37.479147,2025-10-08 12:01:37.479147,141.0304867172241,164.0379351196289,7,159.9038732709963,0.16313811955096158,TAKE_PROFIT,6,41
NFLX,2025-07-10 12:01:37.479147,2025-10-22 12:01:37.479147,125.12152760696411,111.58118253707886,7,-95.56348376695621,-0.10821754920079484,STOP_LOSS,7,104
LHA.DE,2025-09-03 12:01:37.479147,2025-10-27 12:01:37.479147,7.6978467671871185,6.872561927556992,129,-107.34830480094115,-0.107209829526354,STOP_LOSS,8,54
RIVN,2025-10-02 12:01:37.479147,2025-11-05 12:01:37.479147,13.536764732837677,15.412290076255799,73,135.78825289395627,0.1385504867989946,TAKE_PROFIT,8,34
XPEV,2025-10-10 12:01:37.479147,2025-11-06 12:01:37.479147,21.030510457992552,23.878054389953615,47,132.71229624584214,0.13540060939789822,TAKE_PROFIT,8,27
DASH,2025-10-22 12:01:37.479147,2025-11-06 12:01:37.479147,252.43615255737302,196.36177671051027,3,-168.8122128707198,-0.22213290481092368,STOP_LOSS,7,15
LYFT,2025-11-05 12:01:37.479147,2025-11-10 12:01:37.479147,20.090039923667906,23.708139313697817,49,176.12517128509455,0.18009418616273923,TAKE_PROFIT,7,5
RUN,2025-11-07 12:01:37.479147,2025-11-11 12:01:37.479147,17.138564160346984,19.740125000000003,58,149.74560144987515,0.15179572893697693,TAKE_PROFIT,8,4
SPOT,2025-10-27 12:01:37.479147,2025-11-20 12:01:37.479147,658.1288877868652,588.9353654785157,1,-69.78245767382805,-0.10513673475271888,STOP_LOSS,7,24
IFX.DE,2025-11-12 12:01:37.479147,2025-11-21 12:01:37.479147,36.24311097335815,31.67915219497681,27,-124.08222412556063,-0.12592624241711065,STOP_LOSS,7,9
ZS,2025-07-10 12:01:37.479147,2025-11-26 12:01:37.479147,296.32808267211914,251.84401622009278,3,-134.20773140473932,-0.15011761980469143,STOP_LOSS,8,139
BAYN.DE,2025-10-07 12:01:37.479147,2025-12-02 12:01:37.479147,27.793890686988828,34.13292652511597,35,220.67160190607092,0.22807299307306547,TAKE_PROFIT,7,56
ASML,2025-11-21 12:01:37.479147,2025-12-02 12:01:37.479147,967.0532923278809,1108.2256392822267,1,140.06412131506363,0.14598197232183263,TAKE_PROFIT,8,11
NIO,2025-11-26 12:01:37.479147,2025-12-03 12:01:37.479147,5.462730038166046,4.787604961872101,183,-124.42402066981458,-0.1235874867652436,STOP_LOSS,10,7
SNOW,2025-12-03 12:01:37.479147,2025-12-04 12:01:37.479147,265.1325,234.65261927032472,3,-92.14360004683692,-0.11496093737914165,STOP_LOSS,7,1
BMW.DE,2025-09-10 12:01:37.479147,2025-12-05 12:01:37.479147,84.0820209159851,96.41176908493043,11,134.56670039846426,0.14663953166950203,TAKE_PROFIT,10,86
ROKU,2025-12-03 12:01:37.479147,2025-12-11 12:01:37.479147,93.02649335861206,106.24685305023193,10,131.14112838569622,0.1421139206081445,TAKE_PROFIT,9,8
ORCL,2025-11-13 12:01:37.479147,2025-12-12 12:01:37.479147,217.10489712524412,189.37442740631104,4,-111.67937658535755,-0.12772843950606902,STOP_LOSS,9,29
SNOW,2025-12-04 12:01:37.479147,2026-01-13 12:01:37.479147,234.88738927459715,209.28530438995364,4,-103.24548075613393,-0.108997272964336,STOP_LOSS,8,40
AVGO,2025-12-12 12:01:37.479147,2026-01-23 12:01:37.479147,359.4222360534668,319.8899627990723,2,-79.70432643438721,-0.10998839050267825,STOP_LOSS,7,42
GILD,2025-12-05 12:01:37.479147,2026-01-26 12:01:37.479147,120.48483389282227,137.71110877990722,8,136.70851022644035,0.14297463282730383,TAKE_PROFIT,7,52
LYFT,2025-12-15 12:01:37.479147,2026-01-28 12:01:37.479147,19.129560839653013,17.191400762557983,52,-101.67827684859469,-0.10131754164881218,STOP_LOSS,7,44
NET,2026-01-27 12:01:37.479147,2026-01-28 12:01:37.479147,206.0529719467163,184.7875648803711,4,-85.80077852490228,-0.10320359306365294,STOP_LOSS,7,1
MUV2.DE,2025-05-13 12:01:37.479147,2026-02-01 12:01:37.479147,554.6772244262695,512.1438244018555,1,-43.045543848815896,-0.07668135295875629,BACKTEST_END,7,264
AMZN,2025-09-04 12:01:37.479147,2026-02-01 12:01:37.479147,235.7978326721191,239.18035305023196,4,12.573360100250397,0.014345001986580156,BACKTEST_END,6,150
VOW3.DE,2025-09-18 12:01:37.479147,2026-02-01 12:01:37.479147,97.50872908401489,102.59867652511598,10,49.873487645759724,0.05219991572975501,BACKTEST_END,8,136
ALV.DE,2025-09-19 12:01:37.479147,2026-02-01 12:01:37.479147,347.67375,371.6140877990723,2,47.13744742254653,0.0688586291000466,BACKTEST_END,7,135
CDNS,2025-11-06 12:01:37.479147,2026-02-01 12:01:37.479147,324.61223721313473,296.21180535888675,3,-86.08993097882069,-0.08749033030323117,BACKTEST_END,8,87
NVDA,2025-11-20 12:01:37.479147,2026-02-01 12:01:37.479147,180.72025881958007,191.0344398803711,5,50.61573310455333,0.05707263329612693,BACKTEST_END,9,73
PSTG,2025-12-03 12:01:37.479147,2026-02-01 12:01:37.479147,68.88442347335815,69.50523091506959,14,7.718230951149053,0.009012305110625469,BACKTEST_END,8,60
BMW.DE,2026-01-13 12:01:37.479147,2026-02-01 12:01:37.479147,88.50422908401488,87.37628816986084,11,-13.36848922556294,-0.012744486063861558,BACKTEST_END,9,19
JKHY,2026-01-27 12:01:37.479147,2026-02-01 12:01:37.479147,179.0494867172241,179.12040171051027,5,-0.5410270421218684,0.000396063650258598,BACKTEST_END,8,5
MDB,2026-01-29 12:01:37.479147,2026-02-01 12:01:37.479147,374.2069990081787,371.1443215789795,2,-6.867643501556358,-0.008184447210545787,BACKTEST_END,8,3
DBK.DE,2026-01-29 12:01:37.479147,2026-02-01 12:01:37.479147,32.471229331970214,33.28334923744202,30,23.365096687030928,0.025010445313575304,BACKTEST_END,8,3
